         1417213 function calls (1388518 primitive calls) in 4.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1641    0.002    0.000    0.003    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\enum.py:726(__call__)
       89    0.002    0.000    0.005    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\multipledispatch\utils.py:25(_toposort)
        1    0.002    0.002    0.017    0.017 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\ode\ode.py:1(<module>)
        1    0.002    0.002    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\printing\pretty\pretty.py:30(PrettyPrinter)
        1    0.002    0.002    0.005    0.005 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\simplify\hyperexpand.py:1(<module>)
        1    0.002    0.002    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\printing\latex.py:142(LatexPrinter)
    10014    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
      678    0.002    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:747(unwrap)
     2370    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:645(parent)
      101    0.002    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_ops.py:650(__init__)
       20    0.002    0.000    0.252    0.013 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\scipy\integrate\_ivp\rk.py:14(rk_step)
        1    0.002    0.002    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_numpy\_funcs_impl.py:1(<module>)
     1294    0.002    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:857(_set_qualname)
     3150    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
      263    0.002    0.000    0.045    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\function.py:162(__init__)
      267    0.002    0.000    0.003    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:387(_parse_path)
        1    0.002    0.002    0.009    0.009 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:2310(ShapeEnv)
     2480    0.002    0.000    0.002    0.000 {built-in method from_bytes}
        1    0.002    0.002    0.095    0.095 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\expr.py:1(<module>)
      936    0.002    0.000    0.138    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py:280(_compile)
      910    0.002    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_ops.py:1003(<genexpr>)
      812    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
        1    0.002    0.002    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\functions\rszeta.py:1(<module>)
      826    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
     2911    0.002    0.000    0.015    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\tokenize.py:460(tokenize)
        1    0.002    0.002    0.006    0.006 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:1(<module>)
     3494    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
     3428    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      536    0.001    0.000    0.096    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:3050(from_callable)
        1    0.001    0.001    0.011    0.011 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\api.py:1(<module>)
      681    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.concatenate}
        1    0.001    0.001    0.037    0.037 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_api.py:1(<module>)
     1305    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:82(remove)
      867    0.001    0.000    0.033    0.000 <frozen importlib._bootstrap>:416(__enter__)
      471    0.001    0.000    0.082    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\basic.py:182(__init_subclass__)
      234    0.001    0.000    0.061    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\typing.py:1449(__getitem__)
        1    0.001    0.001    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_decomp\__init__.py:197(get_decompositions)
        1    0.001    0.001    0.007    0.007 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\printing\latex.py:1(<module>)
        1    0.001    0.001    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\printing\mathml.py:1(<module>)
        1    0.001    0.001    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\functions\hypergeometric.py:1(<module>)
     2005    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:3045(<genexpr>)
     3356    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        4    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\symbolic_convert.py:712(__init__)
        1    0.001    0.001    0.008    0.008 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\logic\boolalg.py:1(<module>)
     5571    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.001    0.001    0.008    0.008 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\builder.py:1(<module>)
      253    0.001    0.000    0.003    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\enum.py:390(__setitem__)
        1    0.001    0.001    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\functions\zetazeros.py:1(<module>)
        1    0.001    0.001    0.008    0.008 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_inductor\utils.py:1(<module>)
        1    0.001    0.001    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\matrices\sdm.py:1(<module>)
     3440    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\facts.py:633(<genexpr>)
        1    0.001    0.001    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\solveset.py:1(<module>)
      510    0.001    0.000    0.010    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\assumptions.py:469(__init__)
     3646    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:954(<genexpr>)
        1    0.001    0.001    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_numpy\_casting_dicts.py:1(<module>)
        1    0.001    0.001    0.008    0.008 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:1(<module>)
        1    0.001    0.001    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\libmp\gammazeta.py:1(<module>)
      838    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:445(cb)
     2632    0.001    0.000    0.043    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\utils.py:682(unwrap_if_wrapper)
    24/14    0.001    0.000   12.320    0.880 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_ops.py:284(fallthrough)
        1    0.001    0.001    0.012    0.012 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\ode\single.py:1(<module>)
     1085    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
     1616    0.001    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\functools.py:65(wraps)
      826    0.001    0.000    0.044    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
        1    0.001    0.001    0.289    0.289 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\rings.py:1(<module>)
        1    0.001    0.001    0.004    0.004 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\matrices\expressions\blockmatrix.py:1(<module>)
     3428    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1222(__enter__)
       86    0.001    0.000    0.001    0.000 {built-in method torch._C._jit_get_operation}
     2648    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\utils.py:652(is_function)
      826    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.001    0.001    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\functions\bessel.py:1(<module>)
     1005    0.001    0.000    0.058    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
     3804    0.001    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:461(<genexpr>)
        1    0.001    0.001    0.010    0.010 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\plotting\series.py:1(<module>)
        1    0.001    0.001    0.011    0.011 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\libmp\libmpf.py:1(<module>)
        1    0.001    0.001    0.024    0.024 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_common_utils.py:1(<module>)
      139    0.001    0.000    0.008    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:3262(__str__)
     5571    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.001    0.001    0.023    0.023 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_optim_utils.py:1(<module>)
     1291    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:904(getfile)
     3348    0.001    0.000    0.001    0.000 {built-in method numpy.promote_types}
      274    0.001    0.000    0.004    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:250(_recursive_repr)
        1    0.001    0.001    1.236    1.236 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\utils\_sympy\functions.py:1(<module>)
        1    0.001    0.001    0.007    0.007 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\utilities\iterables.py:1(<module>)
     1233    0.001    0.000    0.008    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\ntpath.py:596(abspath)
        1    0.001    0.001    0.029    0.029 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\function.py:1(<module>)
     3250    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\linalg\linalg.py:140(isComplexType)
        1    0.001    0.001    0.006    0.006 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\polynomials.py:1(<module>)
      274    0.001    0.000    0.042    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:627(_repr_fn)
        1    0.001    0.001    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\functions\zeta.py:1(<module>)
        1    0.001    0.001    0.019    0.019 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\symbolic_helper.py:1(<module>)
      851    0.001    0.000    0.228    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
        1    0.001    0.001    0.009    0.009 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_numpy\_funcs.py:1(<module>)
        1    0.001    0.001    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\expr.py:43(Expr)
       86    0.001    0.000    0.005    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_ops.py:1207(__getattr__)
        3    0.001    0.000    0.003    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:562(_getmembers)
      685    0.001    0.000    0.008    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\typing.py:1147(__init__)
     1652    0.001    0.000    0.028    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.001    0.001    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_tp_conv.py:1(<module>)
        1    0.001    0.001    0.018    0.018 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\special\error_functions.py:1(<module>)
        1    0.001    0.001    0.005    0.005 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_ops\_embedding_ops.py:1(<module>)
     2671    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.001    0.001    0.006    0.006 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\sets\sets.py:1(<module>)
        1    0.001    0.001    0.003    0.003 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_redistribute.py:1(<module>)
      108    0.001    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\utilities\iterables.py:3025(iterable)
        1    0.001    0.001    0.070    0.070 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\mul.py:1(<module>)
        1    0.001    0.001    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\functions\theta.py:1(<module>)
 2043/681    0.001    0.000    0.004    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\shape_base.py:522(<genexpr>)
       19    0.001    0.000    0.002    0.000 {built-in method builtins.eval}
        1    0.001    0.001    0.041    0.041 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\power.py:1(<module>)
       16    0.001    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\module.py:2636(named_parameters)
      438    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.001    0.001    0.001    0.001 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_unshard_param_utils.py:1(<module>)
     3918    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       57    0.001    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_library\utils.py:110(is_tensorlist_like_type)
        1    0.001    0.001    0.010    0.010 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\user_defined.py:1(<module>)
       31    0.001    0.000    0.009    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\enum.py:528(__new__)
        1    0.001    0.001    0.017    0.017 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\output_graph.py:1(<module>)
     1040    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:404(field)
    25/20    0.001    0.000    7.383    0.369 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_ops.py:275(py_impl)
      274    0.001    0.000    0.002    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:428(_fields_in_init_order)
        1    0.001    0.001    0.021    0.021 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\simplify\simplify.py:1(<module>)
        1    0.001    0.001    0.016    0.016 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\symbolic_convert.py:725(InstructionTranslatorBase)
